YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
2021,12,15,18,55,120,8.8,MM,MM,MM,MM,MM,MM,23,MM,19,8.7,MM,MM
2021,12,15,18,35,120,7.2,MM,MM,MM,MM,MM,MM,23,MM,20,8.7,MM,MM
2021,12,15,18,15,110,7.7,MM,MM,MM,MM,MM,MM,23,MM,20,8.7,MM,MM
2021,12,15,17,55,120,7.2,MM,MM,MM,MM,MM,MM,23,MM,20,8.7,MM,MM
2021,12,15,17,35,100,6.7,MM,MM,MM,MM,MM,MM,23,MM,20,8.7,MM,MM
2021,12,15,17,15,100,8.2,MM,MM,MM,MM,MM,MM,23,MM,19,8.7,MM,MM
2021,12,15,16,55,90,6.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,15,16,35,90,6.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,15,16,15,90,7.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,15,15,55,100,7.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,15,15,35,90,7.2,MM,MM,MM,MM,MM,MM,23,MM,19,8.7,MM,MM
2021,12,15,15,15,100,8.2,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,15,14,55,110,8.2,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,14,35,100,8.2,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,15,14,15,100,8.8,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,13,55,100,8.8,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,13,35,110,8.2,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,13,15,110,8.2,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,12,55,110,8.8,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,12,35,110,8.2,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,12,15,100,5.7,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,11,55,90,7.2,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,11,35,100,7.7,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,11,15,100,8.2,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,10,55,100,7.2,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,10,35,110,6.7,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,10,15,110,6.7,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,9,55,100,7.2,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,9,35,120,7.2,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,9,15,110,7.7,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,8,55,100,6.7,MM,MM,MM,MM,MM,MM,22,MM,17,8.7,MM,MM
2021,12,15,8,35,100,6.7,MM,MM,MM,MM,MM,MM,22,MM,17,8.7,MM,MM
2021,12,15,8,15,100,6.7,MM,MM,MM,MM,MM,MM,21,MM,17,8.7,MM,MM
2021,12,15,7,55,100,7.2,MM,MM,MM,MM,MM,MM,21,MM,17,8.7,MM,MM
2021,12,15,7,35,100,7.2,MM,MM,MM,MM,MM,MM,21,MM,17,8.7,MM,MM
2021,12,15,7,15,100,7.2,MM,MM,MM,MM,MM,MM,21,MM,17,8.7,MM,MM
2021,12,15,6,55,110,7.7,MM,MM,MM,MM,MM,MM,21,MM,17,8.7,MM,MM
2021,12,15,6,35,90,9.3,MM,MM,MM,MM,MM,MM,21,MM,17,8.7,MM,MM
2021,12,15,6,15,90,8.2,MM,MM,MM,MM,MM,MM,22,MM,17,8.7,MM,MM
2021,12,15,5,55,100,7.2,MM,MM,MM,MM,MM,MM,22,MM,17,8.7,MM,MM
2021,12,15,5,35,100,7.2,MM,MM,MM,MM,MM,MM,22,MM,17,8.7,MM,MM
2021,12,15,5,15,80,8.8,MM,MM,MM,MM,MM,MM,22,MM,17,8.7,MM,MM
2021,12,15,4,55,90,7.7,MM,MM,MM,MM,MM,MM,22,MM,16,8.7,MM,MM
2021,12,15,4,35,100,8.2,MM,MM,MM,MM,MM,MM,22,MM,17,8.7,MM,MM
2021,12,15,4,15,90,8.2,MM,MM,MM,MM,MM,MM,22,MM,17,8.7,MM,MM
2021,12,15,3,55,90,8.8,MM,MM,MM,MM,MM,MM,22,MM,17,8.7,MM,MM
2021,12,15,3,35,90,8.8,MM,MM,MM,MM,MM,MM,22,MM,17,8.7,MM,MM
2021,12,15,3,15,70,8.8,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,2,55,90,8.8,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,2,35,90,8.2,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,2,15,90,7.2,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,1,55,90,8.2,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,1,35,90,7.7,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,1,15,80,7.7,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,15,0,55,80,8.2,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,15,0,35,80,7.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,15,0,15,80,7.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,23,55,80,7.2,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,23,35,80,6.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,23,15,80,7.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,22,55,90,6.2,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,22,35,90,6.2,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,22,15,90,7.2,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,21,55,100,6.2,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,21,35,90,7.2,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,21,15,110,6.2,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,20,55,120,6.2,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,20,35,100,6.2,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,20,15,110,6.2,MM,MM,MM,MM,MM,MM,23,MM,19,8.7,MM,MM
2021,12,14,19,55,110,6.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,19,35,110,6.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,19,15,100,7.2,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,18,55,110,6.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,18,35,100,7.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,18,15,90,7.2,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,17,55,90,6.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,17,35,90,7.2,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,17,15,80,6.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,16,55,90,6.7,MM,MM,MM,MM,MM,MM,23,MM,20,8.7,MM,MM
2021,12,14,16,35,80,6.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,16,15,80,7.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,15,55,80,7.2,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,15,35,90,7.2,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,15,15,80,7.2,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,14,55,80,7.2,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,14,35,80,6.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,14,15,80,6.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,13,55,90,6.2,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,13,35,90,6.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,13,15,90,7.2,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,12,55,90,6.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,12,35,90,6.2,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,12,15,80,6.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,11,55,100,6.2,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,11,35,80,6.2,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,11,15,90,5.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,10,55,100,6.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,10,35,90,6.2,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,10,15,100,6.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,9,55,100,6.2,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,9,35,90,6.2,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,9,15,100,5.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,8,55,100,5.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,8,35,100,5.1,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,8,15,100,5.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,7,55,80,5.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,7,35,80,5.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,7,15,90,4.6,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,6,55,80,5.1,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,6,35,80,5.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,6,15,90,5.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,5,55,90,5.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,5,35,90,5.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,5,15,100,6.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,4,55,100,5.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,4,35,100,6.2,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,4,15,100,6.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,3,55,100,6.7,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,3,35,100,7.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,3,15,90,7.2,MM,MM,MM,MM,MM,MM,22,MM,20,8.7,MM,MM
2021,12,14,2,55,80,7.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,2,35,80,8.2,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,2,15,80,7.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,1,55,70,7.2,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,1,35,70,7.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,1,15,60,7.2,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,0,55,60,6.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,0,35,50,4.6,8.2,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,14,0,15,50,5.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,13,23,55,50,5.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,13,23,35,40,4.6,7.7,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,13,23,15,50,4.6,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,13,22,55,40,5.1,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,13,22,35,50,5.7,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,13,22,15,50,4.6,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,13,21,55,50,5.1,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,13,21,35,50,5.1,MM,MM,MM,MM,MM,MM,22,MM,19,8.7,MM,MM
2021,12,13,21,15,50,5.1,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,20,55,50,5.1,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,20,35,50,4.6,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,20,15,40,4.1,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,13,19,55,50,4.6,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,13,19,35,40,4.1,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,13,19,15,50,4.6,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,13,18,55,50,5.1,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,18,35,50,5.1,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,18,15,50,5.7,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,17,55,40,3.6,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,17,35,50,4.1,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,17,15,40,4.1,MM,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,13,16,55,40,3.6,6.2,MM,MM,MM,MM,MM,22,MM,18,8.7,MM,MM
2021,12,13,16,35,40,3.6,6.7,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,16,15,40,3.6,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,15,55,50,5.7,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,15,35,50,4.6,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,15,15,60,5.1,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,14,55,60,5.7,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,14,35,40,3.6,6.7,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,14,15,60,5.1,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,13,55,50,4.6,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,13,35,60,5.7,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,13,15,60,5.7,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,12,55,60,4.6,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,12,35,50,4.6,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,12,15,60,6.2,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,11,55,60,6.2,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,11,35,60,6.2,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,11,15,60,5.7,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,10,55,60,6.2,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,10,35,60,6.2,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,10,15,60,6.7,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,9,55,50,4.6,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,9,35,60,5.1,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,9,15,60,4.6,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,8,55,60,5.1,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,8,35,80,5.1,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,8,15,80,5.7,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,7,55,90,5.7,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,7,35,80,6.2,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,7,15,80,5.7,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,6,55,80,5.7,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,6,35,70,5.7,MM,MM,MM,MM,MM,MM,21,MM,17,8.7,MM,MM
2021,12,13,6,15,60,5.7,MM,MM,MM,MM,MM,MM,21,MM,18,8.7,MM,MM
2021,12,13,5,55,60,6.2,MM,MM,MM,MM,MM,MM,20,MM,18,8.7,MM,MM
2021,12,13,5,35,70,6.2,MM,MM,MM,MM,MM,MM,20,MM,17,8.7,MM,MM
2021,12,13,5,15,70,6.2,MM,MM,MM,MM,MM,MM,20,MM,17,8.7,MM,MM
2021,12,13,4,55,80,6.2,MM,MM,MM,MM,MM,MM,20,MM,17,8.7,MM,MM
2021,12,13,4,35,80,6.7,MM,MM,MM,MM,MM,MM,20,MM,17,8.7,MM,MM
2021,12,13,4,15,80,6.7,MM,MM,MM,MM,MM,MM,20,MM,17,8.7,MM,MM
2021,12,13,3,55,70,6.7,MM,MM,MM,MM,MM,MM,20,MM,17,8.7,MM,MM
2021,12,13,3,35,70,6.2,MM,MM,MM,MM,MM,MM,20,MM,17,8.7,MM,MM
2021,12,13,3,15,60,6.7,MM,MM,MM,MM,MM,MM,20,MM,17,8.7,MM,MM
2021,12,13,2,55,70,6.2,MM,MM,MM,MM,MM,MM,20,MM,17,8.7,MM,MM
2021,12,13,2,35,70,7.2,MM,MM,MM,MM,MM,MM,20,MM,17,8.7,MM,MM
2021,12,13,2,15,60,7.2,MM,MM,MM,MM,MM,MM,20,MM,17,8.7,MM,MM
2021,12,13,1,55,60,6.7,MM,MM,MM,MM,MM,MM,20,MM,17,8.7,MM,MM
2021,12,13,1,35,60,6.7,MM,MM,MM,MM,MM,MM,20,MM,17,8.7,MM,MM
2021,12,13,1,15,60,7.7,MM,MM,MM,MM,MM,MM,20,MM,16,8.7,MM,MM
2021,12,13,0,55,60,5.7,MM,MM,MM,MM,MM,MM,20,MM,16,8.7,MM,MM
2021,12,13,0,35,60,5.7,MM,MM,MM,MM,MM,MM,20,MM,16,8.7,MM,MM
2021,12,13,0,15,60,5.7,MM,MM,MM,MM,MM,MM,20,MM,16,8.7,MM,MM
2021,12,12,23,55,60,6.2,MM,MM,MM,MM,MM,MM,20,MM,16,8.7,MM,MM
2021,12,12,23,35,60,5.7,MM,MM,MM,MM,MM,MM,20,MM,16,8.7,MM,MM
2021,12,12,23,15,60,6.2,MM,MM,MM,MM,MM,MM,20,MM,16,8.7,MM,MM
2021,12,12,22,55,50,5.1,8.2,MM,MM,MM,MM,MM,20,MM,16,8.7,MM,MM
2021,12,12,22,35,60,6.7,MM,MM,MM,MM,MM,MM,20,MM,16,8.7,MM,MM
2021,12,12,22,15,60,7.7,MM,MM,MM,MM,MM,MM,20,MM,16,8.7,MM,MM
2021,12,12,21,55,50,7.2,MM,MM,MM,MM,MM,MM,20,MM,16,8.7,MM,MM
2021,12,12,21,35,60,7.2,MM,MM,MM,MM,MM,MM,19,MM,16,8.7,MM,MM
2021,12,12,21,15,50,7.7,MM,MM,MM,MM,MM,MM,19,MM,15,8.7,MM,MM
2021,12,12,20,55,60,7.2,MM,MM,MM,MM,MM,MM,19,MM,16,8.7,MM,MM
2021,12,12,20,35,50,6.7,MM,MM,MM,MM,MM,MM,19,MM,15,8.7,MM,MM
2021,12,12,20,15,40,5.7,MM,MM,MM,MM,MM,MM,19,MM,15,8.7,MM,MM
2021,12,12,19,50,40,6.2,10.8,MM,MM,MM,MM,MM,19,MM,15,8.7,MM,MM
2021,12,12,19,35,40,6.2,MM,MM,MM,MM,MM,MM,19,MM,15,8.7,MM,MM
2021,12,12,19,15,30,6.7,11.8,MM,MM,MM,MM,MM,19,MM,15,8.7,MM,MM
2021,12,12,18,55,30,6.7,MM,MM,MM,MM,MM,MM,19,MM,15,8.7,MM,MM
2021,12,12,18,35,MM,MM,MM,MM,MM,MM,MM,MM,MM,MM,MM,MM,MM,MM
2021,12,12,18,15,30,6.2,10.3,MM,MM,MM,MM,MM,18,MM,16,8.7,MM,MM
2021,12,12,17,55,30,6.7,10.8,MM,MM,MM,MM,MM,18,MM,16,8.7,MM,MM
2021,12,12,17,35,40,6.7,MM,MM,MM,MM,MM,MM,18,MM,16,8.7,MM,MM
